Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	19.34	2.93
9	21.83	2.93
10	21.46	2.93
11	21.53	34.48
12	21.53	34.48
13	21.53	35.91
14	21.53	35.96
15	21.53	35.72
16	21.53	35.72
17	10.15	17.83
18	1.39	7.59
19	0.62	7.59
20	0.62	7.59
21	0.55	7.59
22	0.55	2.08
23	0.55	2.08
24	0.48	0.0
25	0.48	-1.27
26	0.48	-1.27
27	0.48	-1.27
28	0.48	-1.27
29	0.48	-1.27
30	0.48	0.0
