Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=0	Max Target Angle=3.5	Max. Angle Reached2
1	15.76	[0, 14.94, 15.47, 7.81, 5.24, 3.94, 3.15, 2.62, 1.33]	[0, 3, 4, 5, 6, 7, 8, 9, 10]	[0, 32.85, 34.02, 34.35, 34.59, 34.66, 34.59, 34.59, 20.52]	15.53
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	14.94	15.45
4	15.47	15.45
5	15.62	15.53
6	15.73	15.53
7	15.76	15.53
8	15.73	15.53
9	15.73	15.53
10	9.33	7.42
11	0	0
12	0	0
13	0	0
Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=0	Max Target Angle=3.5	Max. Angle Reached2
1	18.6	[0, 17.25, 18.36, 9.29, 6.2, 4.64, 3.71, 3.07, 2.63, 2.31, 2.05]	[0, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]	[0, 37.93, 40.38, 40.84, 40.9, 40.79, 40.79, 40.55, 40.55, 40.55, 40.49]	21.45
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	17.25	-1.27
6	18.36	-1.27
7	18.57	-1.27
8	18.6	-1.27
9	18.55	21.45
10	18.55	21.45
11	18.44	21.45
12	18.44	21.45
13	18.44	21.45
14	18.41	21.06
15	0	0
16	0	0
17	0	0
18	0	0
Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=0	Max Target Angle=3.5	Max. Angle Reached2
1	18.44	[0, 17.83, 18.18, 9.09, 6.14, 4.6, 3.69, 2.74]	[0, 3, 4, 5, 6, 7, 8, 9]	[0, 39.21, 39.98, 39.98, 40.49, 40.49, 40.55, 36.22]	16.51
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	17.83	16.15
4	18.18	16.51
5	18.18	16.44
6	18.41	16.36
7	18.41	16.36
8	18.44	16.36
9	16.47	16.36
10	0	0
11	0	0
12	0	0
13	0	0
