Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	6.53	23.98
11	16.46	31.17
12	16.89	31.17
13	16.52	31.17
14	16.58	31.17
15	16.58	30.64
16	16.58	30.64
17	15.17	30.64
18	1.35	30.64
19	1.35	30.64
20	0.0	30.64
21	0.0	3.95
22	0.0	3.79
23	0.0	3.79
24	0.0	3.79
25	0.0	3.79
26	0.0	3.79
27	0.0	3.79
28	0.0	5.06
29	0.0	5.31
30	0.0	5.31
31	0.0	5.31
32	0.0	6.74
33	0.0	7.13
