Time,Angle,X,Y
2.5263,0.0000,0.0000,0.0000
2.5708,0.0000,0.0000,0.0000
2.5732,0.0000,0.0000,0.0000
2.5770,0.0000,0.0000,0.0000
2.5807,0.0000,0.0000,0.0000
2.6973,0.0000,0.0000,0.0000
2.7008,0.0000,0.0000,0.0000
2.7028,0.0000,0.0000,0.0000
2.7058,0.0000,0.0000,0.0000
2.7096,0.0000,0.0000,0.0000
2.7117,0.0000,0.0000,0.0000
2.7135,0.0000,0.0000,0.0000
2.8600,0.0000,0.0000,0.0000
2.8629,0.0000,0.0000,0.0000
2.8672,0.0000,0.0000,0.0000
2.8710,0.0000,0.0000,0.0000
2.8732,0.0000,0.0000,0.0000
2.8762,0.0000,0.0000,0.0000
2.8799,0.0000,0.0000,0.0000
2.9249,0.0000,0.0000,0.0000
2.9718,0.0000,0.0000,0.0000
2.9742,0.0000,0.0000,0.0000
3.0716,0.0000,0.0000,0.0000
3.0983,0.0000,0.0000,0.0000
3.1492,0.0000,0.0000,0.0000
3.2176,0.0000,0.0000,0.0000
3.2223,0.0000,0.0000,0.0000
3.2246,0.0000,0.0000,0.0000
3.2280,0.0000,0.0000,0.0000
3.3502,0.0000,0.0000,0.0000
3.3538,0.0000,0.0000,0.0000
3.3564,0.0000,0.0000,0.0000
3.3605,0.0000,0.0000,0.0000
3.3689,0.0000,0.0000,0.0000
3.4531,0.0000,0.0000,0.0000
3.4611,0.0000,0.0000,0.0000
3.5484,0.0000,0.0000,0.0000
3.5529,0.0000,0.0000,0.0000
3.5550,0.0000,0.0000,0.0000
3.5633,0.0000,0.0000,0.0000
3.6333,0.0000,0.0000,0.0000
3.6989,0.0000,0.0000,0.0000
3.7045,0.0000,0.0000,0.0000
3.7066,0.0000,0.0000,0.0000
3.7102,0.0000,0.0000,0.0000
3.7132,0.0000,0.0000,0.0000
3.7150,0.0000,0.0000,0.0000
3.7167,0.0000,0.0000,0.0000
3.8491,0.0000,0.0000,0.0000
3.8537,0.0000,0.0000,0.0000
3.8559,0.0000,0.0000,0.0000
3.8591,0.0000,0.0000,0.0000
3.8628,0.0000,0.0000,0.0000
3.8645,0.0000,0.0000,0.0000
3.8663,0.0000,0.0000,0.0000
3.8737,0.0000,0.0000,0.0000
