Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	10.34	[0, 9.69, 9.69, 5.17, 3.45, 2.58, 2.07, 1.72, 1.36]	[0, 20, 21, 22, 23, 24, 25, 26, 27]	[0, 21.31, 21.31, 22.74, 22.74, 22.74, 22.74, 22.74, 20.89]	10.14
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	9.69	10.14
21	9.69	9.73
22	10.34	9.96
23	10.34	9.96
24	10.34	10.08
25	10.34	10.02
26	10.34	9.43
27	9.5	9.43
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
